sknId;sknTypeId
205;244
206;244
207;244
208;244
209;244
210;244
211;244
212;245
213;245
214;245
215;246
216;246
217;246
218;246
219;246
220;247
221;247
222;247
223;247
224;247
225;247
226;247
227;248
228;248
229;248
230;249
231;249
232;249
233;250
234;250
235;250
236;251
237;251
238;251
239;251
240;251
241;251
242;251
243;251
